Sex_int,Protected category,Overall,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English,Italian Residence,European Residence,Age Range_int,number_of_searches,experience_match_score,study_title_score,professional_similarity_score,study_area_score,general_similarity_score,Distance Residence - Akkodis HQ,Distance Residence - Assumption HQ,Hired
0,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,0,719.0,0.8333333333333334,-0.3333333333333333,0.4504303336143493,0.2847988903522491,0.5134844779968262,126.36801588664628,126.36801588664628,0
1,False,2.0,2.0,2.0,2.0,2.5,2.5,2.5,3.0,True,True,0,414.0,0.0,0.0,0.4605917036533355,1.0000001192092896,0.6273936629295349,906.5315992096158,906.5315992096158,1
1,False,2.333333333333333,2.0,2.6666666666666665,2.6666666666666665,2.333333333333333,2.333333333333333,1.0,3.0,True,True,2,953.25,-0.3333333333333333,0.1666666666666666,0.0049238540232181,0.5629082918167114,0.4216961562633514,613.8320786344462,27.42320411731286,1
1,True,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,True,True,2,613.0,-0.5,0.0,0.391446441411972,0.9999999403953552,0.5861587524414062,20.57893279948522,130.48825850520643,0
1,False,3.333333333333333,3.0,3.333333333333333,3.0,3.0,3.0,3.0,3.0,True,True,3,491.0,-0.3333333333333333,0.0,0.0449338443577289,1.0,0.1242371201515197,0.0,218.47651723375373,1
0,True,2.0,2.0,2.75,2.75,2.0,2.5,1.75,3.0,True,True,6,202.0,0.8333333333333334,0.0,-0.0455851703882217,0.2847988903522491,0.2653905153274536,0.0,0.0,1
1,False,2.0,2.5,2.5,2.5,2.5,2.5,1.5,2.0,True,True,3,813.5,0.3333333333333333,-0.3333333333333333,0.3859558701515198,0.2485223114490509,0.4494364857673645,525.6548809246697,525.6548809246697,0
0,False,2.0,1.5,2.0,2.0,2.0,2.0,3.0,2.5,True,True,2,613.0,-0.5,0.0,0.2528165280818939,0.6410719752311707,0.5192995071411133,498.75218074131686,382.8121367615874,0
1,True,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,True,True,0,960.0,0.5,-0.1666666666666666,0.3113890588283539,0.8313071727752686,0.4563068151473999,126.36801588664628,126.36801588664628,0
1,False,2.333333333333333,2.333333333333333,2.333333333333333,2.333333333333333,2.6666666666666665,2.333333333333333,3.0,3.0,True,True,2,565.0,-0.1666666666666666,0.0,0.2555732727050781,0.2499433159828186,0.4129209518432617,823.9468173029603,823.9468173029603,1
1,False,2.6666666666666665,2.333333333333333,2.6666666666666665,2.333333333333333,2.6666666666666665,3.0,3.333333333333333,2.0,True,True,4,832.0,-0.3333333333333333,0.0,0.4557319283485412,1.0,0.4165266156196594,0.0,0.0,1
0,False,2.5,2.5,2.5,2.0,2.0,2.5,1.5,3.0,True,True,3,150.0,0.5,0.0,0.2766792178153991,0.5431594252586365,0.4707516431808471,201.2948668017827,201.2948668017827,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,2,453.0,-0.1666666666666666,0.0,0.2595968246459961,1.0000001192092896,0.6259872913360596,261.2904898703645,261.2904898703645,0
1,False,2.0,2.0,2.0,1.5,2.0,2.5,3.0,2.5,True,True,3,422.3333333333333,0.3333333333333333,0.0,0.385344386100769,0.4085896611213684,0.5042376518249512,126.36801588664628,126.36801588664628,0
1,False,3.0,2.0,2.5,3.0,2.5,2.5,2.5,2.0,True,True,3,694.0,-0.1666666666666666,0.0,0.3601697385311126,1.0000001192092896,0.5178260803222656,126.36801588664628,126.36801588664628,1
0,False,2.5,2.0,3.0,2.5,2.5,3.0,2.5,3.0,True,True,2,1250.0,0.1666666666666666,-0.1666666666666666,0.2672879695892334,0.6472595930099487,0.5837540626525879,695.460590924208,695.460590924208,1
1,False,3.0,3.0,3.0,2.6666666666666665,2.333333333333333,3.0,2.0,3.0,True,True,3,448.0,0.3333333333333333,0.0,0.4523106217384338,1.0,0.4118481874465942,0.0,0.0,1
0,False,2.333333333333333,2.0,2.0,2.0,2.0,2.0,2.0,2.5,True,True,3,413.0,-0.1666666666666666,0.0,0.3188762664794922,0.3603686988353729,0.3750287890434265,293.42439115817086,293.42439115817086,1
1,False,2.0,2.0,2.0,2.0,2.0,2.0,1.5,3.0,True,True,2,453.0,0.0,0.0,0.7301820516586304,0.1508349478244781,0.5945486426353455,126.36801588664628,658.5022377502794,0
1,False,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,True,True,2,455.6,0.6666666666666666,-0.1666666666666666,0.3817655444145202,1.0000001192092896,0.5142440795898438,131.16014100209938,270.63160012386936,0
1,False,2.0,2.5,2.5,2.0,3.0,3.0,2.5,2.5,True,True,5,255.0,0.0,0.0,0.3811997771263122,1.0,0.6286289691925049,226.14050207719265,226.14050207719265,0
0,False,2.333333333333333,2.6666666666666665,2.333333333333333,2.333333333333333,2.333333333333333,2.0,1.3333333333333333,3.0,True,True,0,1029.0,0.1666666666666666,0.0,0.1931548714637756,1.0,0.5948137640953064,513.6154770720472,513.6154770720472,0
0,False,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,True,True,2,377.0,0.1666666666666666,0.0,0.5622032284736633,1.0000001192092896,0.4643637239933014,101.96852001679694,101.96852001679694,0
1,False,2.0,2.0,2.0,2.5,2.0,2.0,2.0,3.0,True,True,1,595.0,0.0,0.0,0.4747481942176819,0.6472595930099487,0.6840250492095947,330.8982027267199,330.8982027267199,0
1,False,2.5,2.0,2.5,3.0,3.0,3.0,2.0,3.0,True,True,1,532.6666666666666,0.1666666666666666,-0.5,0.4704527854919433,0.3917103111743927,0.5622261762619019,220.8912973102292,807.190266939414,0
1,False,3.0,3.0,3.0,3.0,2.5,3.0,3.0,4.0,True,True,0,87.0,-0.6666666666666666,0.0,0.3088915944099426,1.0,0.5004056692123413,0.0,0.0,1
0,False,2.0,2.0,2.5,2.5,2.0,2.0,2.0,2.5,True,True,2,270.0,0.1666666666666666,0.0,0.3334131836891174,0.580945611000061,0.5288408994674683,115.17749148922718,115.17749148922718,0
0,False,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,True,True,6,499.0,0.3333333333333333,0.0,0.270169198513031,1.0,0.586438775062561,44.62230637522078,84.77005961852633,1
0,False,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0,True,True,0,722.25,-0.1666666666666666,0.1666666666666666,0.311938613653183,0.4734894037246704,0.5508772730827332,126.36801588664628,126.36801588664628,0
1,False,2.333333333333333,3.0,2.0,2.0,2.6666666666666665,2.333333333333333,1.6666666666666667,2.6666666666666665,True,True,0,364.0,0.6666666666666666,0.0,0.2897399067878723,1.0,0.5853785276412964,0.0,0.0,1
1,False,2.0,2.333333333333333,1.6666666666666667,1.6666666666666667,2.0,2.333333333333333,3.333333333333333,2.0,True,True,5,138.0,0.3333333333333333,0.0,0.5356330275535583,0.5692874193191528,0.7175645232200623,229.2366637132324,229.2366637132324,1
0,True,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,True,True,2,1157.0,1.0,0.0,0.2325978279113769,0.511451005935669,0.4611445367336273,313.04320406959977,313.04320406959977,0
1,False,3.0,2.5,3.0,3.0,2.0,3.0,2.0,2.5,True,True,5,811.0,0.5,-0.5,0.4101834297180176,0.3039911389350891,0.576273500919342,0.0,0.0,1
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,True,True,1,696.0,-0.1666666666666666,0.0,0.3052563965320587,0.5629082918167114,0.5651131868362427,24.06500002614981,24.06500002614981,0
1,False,2.6666666666666665,3.0,2.333333333333333,2.6666666666666665,2.333333333333333,2.0,2.0,2.0,True,True,3,261.6666666666667,-0.1666666666666666,0.0,0.6842265725135803,0.5139808654785156,0.5737774968147278,1021.9023311026748,1021.9023311026748,1
1,False,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,True,True,2,583.0,0.0,0.0,0.2596357464790344,0.5346493721008301,0.4962860941886902,77.35697404222951,77.35697404222951,0
1,False,2.0,1.5,2.0,2.0,1.5,2.0,1.0,3.5,True,True,3,719.0,0.6666666666666666,0.1666666666666666,0.487748771905899,0.1387689709663391,0.5933443307876587,0.0,0.0,0
1,False,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,True,True,5,371.5,1.0,0.1666666666666666,0.1512001007795334,0.5692874193191528,0.6768705248832703,122.91820305638352,122.91820305638352,0
1,False,2.0,1.5,2.0,2.0,1.5,3.0,2.5,3.0,True,True,1,532.6666666666666,0.0,-0.5,0.2355544120073318,0.2059585750102996,0.5033108592033386,128.19068748499652,665.387961412562,0
1,False,3.0,2.0,3.0,2.0,2.5,2.5,3.0,3.5,True,True,0,864.0,0.1666666666666666,0.0,0.4166401624679565,0.4612405896186828,0.296308159828186,126.36801588664628,126.36801588664628,1
1,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,3,245.3333333333333,0.5,0.0,0.4604306519031524,0.7496175765991211,0.5034072399139404,103.89343399676302,103.89343399676302,0
0,False,2.0,1.75,2.0,2.25,2.25,2.25,2.25,2.75,True,True,3,367.0,0.6666666666666666,0.0,0.500343918800354,0.5629082918167114,0.5307735204696655,261.2904898703645,261.2904898703645,0
0,False,3.0,3.6666666666666665,3.0,3.0,3.333333333333333,2.6666666666666665,1.6666666666666667,3.0,True,True,6,480.6666666666667,1.0,-0.3333333333333333,0.1909993439912796,0.5629082918167114,0.5978419780731201,5.358879083757014,5.358879083757014,1
1,False,2.0,2.0,2.0,2.5,2.0,2.0,1.5,3.0,True,True,4,803.6666666666666,0.6666666666666666,0.1666666666666666,0.317946195602417,1.0000001192092896,0.5321767926216125,303.4261289587183,375.74308794927634,0
0,False,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,True,True,2,510.0,-0.5,0.0,0.2571650147438049,0.2694469094276428,0.4759407043457031,426.9837196306653,426.9837196306653,0
0,False,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,True,True,2,395.5,-0.6666666666666666,0.0,0.4284292161464691,1.0,0.5366069078445435,0.0,641.0579009208958,0
1,False,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,True,True,3,964.0,0.0,0.1666666666666666,0.2494312673807144,1.0000001192092896,0.5689103007316589,80.59295745156713,80.59295745156713,0
1,False,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,True,True,3,531.0,0.6666666666666666,-0.5,0.1414759308099746,0.2675034999847412,0.488356739282608,477.5670330053997,0.0,0
1,False,2.0,2.0,3.0,2.5,2.5,2.0,2.0,3.0,True,True,2,697.0,0.0,0.0,0.4594677090644836,1.0,0.4204221367835998,126.64417010622924,126.64417010622924,1
1,False,2.0,2.0,2.0,2.0,2.0,2.5,2.5,2.0,True,True,2,335.0,0.0,0.1666666666666666,0.3389485478401184,1.0,0.6333187818527222,946.7145408152776,786.5656424728869,0
1,False,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,True,True,3,226.0,0.3333333333333333,0.0,0.2925000190734863,0.0937661975622177,0.3806207776069641,20.57893279948522,20.57893279948522,0
0,False,2.0,2.0,2.333333333333333,2.333333333333333,2.0,2.0,2.0,3.0,True,True,2,175.0,0.3333333333333333,-0.1666666666666666,0.3730635046958923,0.6472595930099487,0.5703500509262085,762.3727404582768,762.3727404582768,1
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,0,595.0,0.3333333333333333,-0.1666666666666666,0.4996708035469055,0.9999999403953552,0.5658518671989441,330.8982027267199,330.8982027267199,0
1,False,2.6666666666666665,3.0,2.0,2.0,2.6666666666666665,2.333333333333333,3.0,3.0,True,True,2,337.0,-0.1666666666666666,0.1666666666666666,0.29988494515419,0.2024064660072326,0.4113998711109161,868.2123289951611,667.229305514637,0
1,False,2.0,2.0,2.0,2.0,2.0,2.333333333333333,2.333333333333333,2.6666666666666665,True,True,2,72.0,-0.1666666666666666,-0.1666666666666666,0.2953161597251892,0.6148813962936401,0.5185520052909851,0.0,0.0,1
1,False,2.5,2.0,2.5,2.5,2.5,3.0,3.0,2.5,True,True,2,839.0,-0.3333333333333333,0.1666666666666666,0.4214992821216583,0.1387689709663391,0.5559587478637695,950.3865010381526,950.3865010381526,1
1,False,2.0,2.0,1.5,1.5,2.0,2.5,2.5,2.0,True,True,1,1180.0,0.1666666666666666,0.1666666666666666,0.4408904314041137,0.4734894037246704,0.5694793462753296,412.9836485926502,412.9836485926502,0
1,False,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,True,True,1,595.5,0.0,0.0,0.3661839962005615,0.8313071727752686,0.5714864134788513,141.69954548659553,141.69954548659553,1
0,False,2.6666666666666665,2.0,2.6666666666666665,2.6666666666666665,2.333333333333333,2.0,1.6666666666666667,3.0,True,True,3,903.0,0.6666666666666666,0.1666666666666666,0.333489179611206,0.3813599348068237,0.2685505151748657,0.0,0.0,1
1,False,2.0,2.0,2.0,2.5,2.5,1.5,1.5,2.5,True,True,2,1157.0,0.3333333333333333,-0.1666666666666666,0.2687600553035736,0.9999999403953552,0.5341758728027344,616.4422206547524,616.4422206547524,0
1,False,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,False,True,6,427.0,0.0,0.3333333333333333,0.435734748840332,0.1077795103192329,0.5278607606887817,1227.7297473914095,1227.7297473914095,0
0,False,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,True,True,2,245.3333333333333,0.1666666666666666,0.0,0.4938601851463318,0.5253975987434387,0.5205241441726685,826.8350476298333,826.8350476298333,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,True,True,2,361.0,-0.1666666666666666,0.0,0.3303315043449402,0.6472595930099487,0.5318642854690552,501.9919137758413,501.9919137758413,0
1,False,2.25,2.5,2.25,2.25,2.25,2.5,3.0,2.0,True,True,6,688.0,0.0,0.0,0.104811854660511,0.1191359609365463,0.3799511790275574,307.99126423505544,307.99126423505544,1
1,False,3.0,2.0,3.0,3.0,2.5,3.0,3.0,3.0,True,True,2,1103.25,-0.3333333333333333,0.0,0.1710662394762039,0.5629082918167114,0.3276492059230804,78.14120512499974,86.05088116022115,1
1,False,2.5,3.0,2.5,3.0,2.5,2.5,2.5,3.0,True,True,0,368.0,0.0,0.1666666666666666,0.3855335116386413,1.0,0.4824678301811218,201.2948668017827,787.2552303179688,0
1,False,3.0,3.0,2.6666666666666665,2.6666666666666665,3.6666666666666665,3.0,3.0,3.0,True,True,3,818.0,-0.1666666666666666,0.0,0.3805307745933532,1.0,0.3375160694122314,0.0,0.0,1
1,False,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,True,True,2,705.0,0.1666666666666666,-0.1666666666666666,0.4979139566421509,0.359423279762268,0.4026350378990173,13.399106989996396,13.399106989996396,1
1,False,2.333333333333333,2.6666666666666665,2.0,2.0,2.333333333333333,2.333333333333333,2.0,3.0,True,True,4,497.0,0.3333333333333333,0.0,0.3727266788482666,1.0000001192092896,0.6408214569091797,0.0,0.0,1
1,False,2.0,2.25,2.75,2.75,2.5,1.75,1.0,2.75,True,True,2,298.0,-0.1666666666666666,-0.1666666666666666,0.4198706150054931,0.6472595930099487,0.4357043802738189,801.2610051536968,801.2610051536968,0
1,False,2.0,2.0,2.333333333333333,2.333333333333333,2.333333333333333,2.333333333333333,2.0,3.0,True,True,2,1121.0,0.1666666666666666,0.0,0.2932581901550293,1.0000001192092896,0.536937952041626,0.0,0.0,1
1,False,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,False,True,6,13.0,1.0,0.0,0.1940195560455322,0.569654643535614,0.4430713951587677,1023.9486487961682,1023.9486487961682,0
1,False,2.5,2.5,2.5,2.0,2.5,3.0,3.0,3.0,True,True,6,957.25,0.8333333333333334,0.0,0.4142623543739319,0.4623300433158874,0.3756060600280761,992.7790524283248,992.7790524283248,0
1,False,2.5,2.5,2.0,2.0,2.5,3.5,3.5,3.0,True,True,2,232.0,0.5,-0.1666666666666666,0.3607658743858337,0.5346493721008301,0.5353925228118896,604.8292319802936,604.8292319802936,0
1,False,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,True,True,2,706.3333333333334,0.1666666666666666,0.0,0.3829518258571625,0.5253975987434387,0.4866187870502472,0.0,297.3505202717438,0
1,False,2.5,2.5,2.0,3.0,2.5,2.5,2.5,2.5,True,True,2,672.0,-0.3333333333333333,0.0,0.3902878761291504,0.5253975987434387,0.5187562704086304,633.352382415183,633.352382415183,0
0,False,2.333333333333333,2.333333333333333,2.333333333333333,2.333333333333333,2.6666666666666665,3.0,2.6666666666666665,1.6666666666666667,True,True,3,787.0,-0.5,-0.1666666666666666,0.3823194801807403,0.6419546604156494,0.5861498713493347,1048.440337824044,1048.440337824044,1
1,False,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,False,True,5,13.0,1.0,-0.5,0.1752418130636215,0.569654643535614,0.4069357812404632,473.1749835263948,473.1749835263948,0
0,False,2.0,2.0,2.5,2.0,2.0,2.5,3.0,3.0,True,True,2,793.0,-0.1666666666666666,0.0,0.2978168129920959,1.0000001192092896,0.5274330973625183,604.9886721964684,604.9886721964684,0
1,False,2.0,2.5,2.5,2.0,2.0,3.0,3.0,2.5,True,True,2,685.0,-0.3333333333333333,0.0,0.1536511182785034,0.3143903613090515,0.4274052083492279,375.74308794927634,787.2552303179688,0
1,False,3.333333333333333,3.333333333333333,2.6666666666666665,2.6666666666666665,3.333333333333333,2.6666666666666665,1.0,2.0,True,True,6,729.0,0.3333333333333333,0.0,0.4190617799758911,1.0,0.4104900062084198,0.0,17.837439371556396,1
1,False,2.0,2.0,2.0,2.25,2.0,2.0,2.0,2.75,True,True,2,72.0,0.1666666666666666,0.0,0.4195995926856994,0.6472595930099487,0.6474844217300415,503.10952451708766,503.10952451708766,0
1,False,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,True,True,4,207.0,0.3333333333333333,0.0,0.4623007774353027,0.4532279372215271,0.5530274510383606,0.0,24.90897959240141,0
1,False,3.0,2.0,1.6666666666666667,2.0,2.6666666666666665,2.6666666666666665,3.333333333333333,3.0,True,True,3,570.0,0.5,0.0,0.4650574922561645,0.5248866081237793,0.4651805758476257,261.2904898703645,261.2904898703645,0
1,False,2.333333333333333,2.6666666666666665,2.333333333333333,2.0,2.333333333333333,2.333333333333333,3.0,3.6666666666666665,True,True,2,243.0,0.5,0.3333333333333333,0.3753634691238403,0.9999999403953552,0.4896305203437805,261.2904898703645,261.2904898703645,1
1,False,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,False,True,6,427.0,0.0,0.1666666666666666,0.4116256833076477,0.1148773282766342,0.5337734818458557,1416.9603172543166,1416.9603172543166,0
0,False,2.0,2.0,2.5,2.0,3.0,2.5,3.0,3.0,True,True,2,667.6666666666666,0.0,0.0,0.2405023276805877,0.3603686988353729,0.4506356120109558,158.67444797338476,158.67444797338476,0
1,False,2.0,1.5,2.0,2.0,2.0,2.0,2.0,3.0,True,True,2,822.6,0.1666666666666666,-0.5,0.7305384874343872,0.292717307806015,0.5776365995407104,809.4721550502628,802.8375453295529,0
1,False,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,True,True,6,152.0,0.0,0.1666666666666666,0.1311244666576385,0.2850784063339233,0.5800639986991882,591.8035552241801,340.6174480016095,0
1,False,2.0,1.75,2.0,2.0,2.25,2.0,2.0,3.0,True,True,1,289.25,0.0,0.3333333333333333,0.2953161597251892,0.5605907440185547,0.2386924028396606,0.0,0.0,1
1,False,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,True,True,3,953.25,0.5,0.3333333333333333,0.4248771965503692,0.8313071727752686,0.5743011236190796,419.4912617863946,246.4124324904884,0
1,False,2.0,2.0,2.0,2.0,2.0,2.333333333333333,2.333333333333333,3.0,True,True,1,453.0,-0.1666666666666666,0.0,0.1669791340827942,0.6472595930099487,0.6190032362937927,925.3653032812384,253.52905903027985,1
0,False,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,False,True,2,444.0,-0.1666666666666666,0.0,0.4244571328163147,0.7496175765991211,0.5651305913925171,661.358766417083,661.358766417083,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,True,True,2,13.0,0.0,0.0,0.1301731318235397,0.9999999403953552,0.6580601930618286,126.36801588664628,126.36801588664628,0
1,False,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,False,True,6,499.0,0.3333333333333333,0.1666666666666666,0.4855363368988037,0.1077795103192329,0.4746622443199157,1227.7297473914095,1351.879273834155,0
1,False,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,True,True,0,995.0,0.6666666666666666,0.1666666666666666,0.4811957478523254,1.0,0.544770359992981,891.2937067486943,891.2937067486943,0
1,False,2.5,2.0,2.0,2.0,2.0,2.5,2.5,3.0,True,True,2,585.0,-0.3333333333333333,0.0,0.3442479074001312,0.5248866081237793,0.501602292060852,193.9506379428816,193.9506379428816,0
1,False,2.0,2.5,1.0,2.5,2.5,3.0,3.5,1.0,True,True,5,244.25,0.0,0.0,0.6396125555038452,1.0,0.4447025954723358,0.0,467.3356111129008,1
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,0,456.0,0.0,0.0,0.2851121425628662,0.3794084787368774,0.5418785214424133,164.36911345908038,126.36801588664628,0
1,False,2.0,2.0,2.0,2.25,2.75,2.0,2.5,3.0,True,True,1,1034.0,0.0,-0.1666666666666666,0.2994653284549713,1.0,0.4964127540588379,145.46811758819055,145.46811758819055,0
1,False,3.0,3.0,2.5,3.0,3.0,2.5,3.0,3.0,True,True,6,960.0,1.0,0.0,0.2851972579956054,0.8313071727752686,0.4996933341026306,210.406332185678,210.406332185678,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,True,True,2,455.6,0.3333333333333333,0.0,0.4145000874996185,0.5253975987434387,0.5262922048568726,935.6631385956694,1103.7717492372506,0
0,False,2.0,1.6666666666666667,2.0,2.0,2.0,2.333333333333333,2.333333333333333,3.0,True,True,2,270.0,0.0,0.0,0.3488169312477112,0.3603686988353729,0.4645399451255798,688.2800024966655,688.2800024966655,0
1,False,2.0,2.0,1.5,1.5,2.0,2.0,2.0,2.0,True,True,5,223.0,0.8333333333333334,0.0,0.3835879564285278,0.359423279762268,0.5223573446273804,126.36801588664628,126.36801588664628,0
1,False,2.6666666666666665,2.6666666666666665,2.333333333333333,2.333333333333333,3.0,2.6666666666666665,3.0,3.0,True,True,6,772.2,0.3333333333333333,-0.3333333333333333,0.2454250156879425,0.3988077044486999,0.6165695786476135,1048.8184774769584,1048.8184774769584,1
1,False,2.0,2.0,2.5,2.5,2.0,2.5,2.0,3.0,True,True,2,651.6666666666666,-0.6666666666666666,0.0,0.1899753510951995,0.5346493721008301,0.494450569152832,787.2552303179688,787.2552303179688,0
1,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,2,1000.0,0.1666666666666666,0.0,0.6512705087661743,1.0,0.5037902593612671,23.420606567219885,23.420606567219885,1
0,False,2.25,2.0,2.5,1.5,2.25,1.75,2.0,3.0,True,True,2,957.25,-0.1666666666666666,-0.1666666666666666,0.4860951900482178,1.0000001192092896,0.6733400225639343,34.95293178127155,34.95293178127155,1
1,False,2.6,1.8,2.4,2.2,2.2,1.8,2.2,3.0,True,True,2,522.2,-0.6666666666666666,0.0,0.4110864400863647,0.8313071727752686,0.4650545120239258,90.95649269914564,0.0,1
1,False,2.0,2.5,2.0,2.0,2.0,2.5,2.5,2.5,True,True,2,719.0,0.3333333333333333,0.1666666666666666,0.3622029721736908,0.3988077044486999,0.5833945870399475,297.3505202717438,297.3505202717438,0
0,False,3.0,2.0,2.0,3.0,2.0,3.0,2.5,3.0,True,True,5,591.0,0.3333333333333333,0.0,0.4660420417785644,1.0,0.4125737845897674,0.0,20.04200803376253,1
1,False,2.0,2.0,2.0,2.0,2.0,2.5,1.0,3.0,True,True,4,13.0,0.8333333333333334,-0.1666666666666666,0.6814736127853394,0.2453914284706115,0.4756056070327759,126.36801588664628,126.36801588664628,0
1,False,3.0,4.0,3.0,2.333333333333333,3.0,3.0,1.0,2.0,True,True,6,652.0,0.3333333333333333,0.0,0.3922612965106964,1.0,0.3880572617053985,0.0,20.40342718535933,1
1,False,2.5,1.5,2.5,2.5,2.0,2.5,3.0,3.0,True,True,2,371.5,0.0,0.1666666666666666,0.3352383971214294,0.9999999403953552,0.6118913888931274,548.5653295876053,548.5653295876053,0
1,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,2,696.0,0.3333333333333333,0.0,0.4141441285610199,0.5629082918167114,0.5320947170257568,72.71597029779318,72.71597029779318,0
1,False,2.333333333333333,2.333333333333333,2.333333333333333,2.6666666666666665,2.333333333333333,2.6666666666666665,2.6666666666666665,2.0,True,True,3,510.0,-0.5,0.0,0.1952769458293914,1.0,0.5890699028968811,432.94368210075686,432.94368210075686,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,True,True,2,453.0,0.0,0.0,0.2130893319845199,0.5248866081237793,0.5634058117866516,223.0593774035796,529.8346713737842,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.5,True,True,2,532.6666666666666,0.1666666666666666,0.0,0.1435052156448364,0.5581768155097961,0.5207764506340027,48.51315237465492,634.8256888716393,0
0,False,3.0,2.25,3.0,2.75,2.5,3.25,3.25,2.75,True,True,3,670.0,-0.1666666666666666,0.0,0.6440140008926392,0.5571199655532837,0.5562496185302734,50.41466750718332,50.41466750718332,1
1,False,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,True,True,1,361.0,-0.1666666666666666,0.0,0.4769036173820495,1.0000001192092896,0.6448525190353394,591.5390759739062,591.5390759739062,0
1,False,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,True,True,0,368.0,0.1666666666666666,-0.1666666666666666,0.4493645429611206,0.2024064660072326,0.4738786220550537,230.32707272932856,561.7421625256653,0
0,False,2.0,2.0,2.0,2.0,2.25,2.0,2.5,2.5,True,True,3,585.0,0.3333333333333333,0.0,0.1438367664813995,0.428168386220932,0.514625072479248,503.05167789033766,503.05167789033766,0
0,False,2.0,1.5,2.0,2.0,2.0,2.0,1.5,2.5,True,True,3,944.25,0.1666666666666666,0.3333333333333333,0.4888147115707397,0.1551505923271179,0.4808105230331421,264.57857977864154,264.57857977864154,0
1,False,1.5,1.0,2.0,2.0,2.0,2.0,1.0,3.0,True,True,2,195.66666666666663,0.1666666666666666,0.1666666666666666,0.4040701985359192,0.5346493721008301,0.5092810392379761,136.81345336567207,136.81345336567207,0
1,False,2.5,2.5,2.5,2.5,2.5,2.5,1.5,3.0,True,True,4,216.0,0.3333333333333333,0.1666666666666666,0.5487839579582214,0.5770626068115234,0.5625913143157959,114.69624192796068,114.69624192796068,1
0,False,2.75,2.75,3.0,3.0,2.75,2.5,2.5,3.0,True,True,5,764.3333333333334,0.0,0.0,0.1153519302606582,0.3283248543739319,0.5818678140640259,70.43024062841764,70.43024062841764,1
1,False,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,True,True,2,1169.0,0.1666666666666666,0.0,0.5654107332229614,0.4370958805084228,0.5539342164993286,591.9777533822385,603.0010216566334,0
1,False,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,True,True,2,331.25,-0.1666666666666666,0.0,0.5356850624084473,0.299981951713562,0.6375632286071777,764.8542365703917,764.8542365703917,0
1,False,2.0,2.0,2.0,2.0,2.0,2.333333333333333,3.0,3.0,True,True,3,381.0,0.0,0.1666666666666666,0.1409397721290588,0.4689972996711731,0.5348082780838013,623.0077968802333,623.0077968802333,0
