cand_provenance_gender,cand_age_bucket,cand_domicile_province,cand_education,job_contract_type,job_sector,job_work_province,hired
North Female,45-54,MI,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,55-74,MI,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,45-54,MI,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Male,45-54,CR,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,55-74,PV,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Male,55-74,VA,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,45-54,MI,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,BS ,Hired
North Female,55-74,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,BS ,Not Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,BS ,Not Hired
North Female,35-44,BS,Vocational Certificate,Ricerca e selezione,Finanza / Contabilità,BS ,Not Hired
North Female,45-54,BS,Other,Ricerca e selezione,Finanza / Contabilità,BS ,Not Hired
North Female,15-24,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,BS ,Not Hired
North Female,45-54,BG,Unknown,Ricerca e selezione,Finanza / Contabilità,BS ,Not Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,BS ,Not Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,BS ,Not Hired
North Female,35-44,BG,Unknown,Ricerca e selezione,Finanza / Contabilità,BS ,Not Hired
North Female,55-74,BO,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,25-34,BO,Other,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,45-54,BO,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,35-44,BO,Undergraduate,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Male,35-44,BO,Other,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Male,25-34,BO,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,45-54,BO,High School,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,45-54,BO,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Male,25-34,BO,Graduate,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Male,45-54,BO,Other,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Male,25-34,BO,Vocational Certificate,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Hired
North Male,15-24,BO,Vocational Certificate,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Hired
North Male,35-44,BO,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Hired
North Male,25-34,BO,Other,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Hired
North Male,35-44,FE,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Hired
North Male,55-74,BO,Other,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Hired
North Male,25-34,BO,Other,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Hired
North Male,35-44,BO,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Hired
North Male,35-44,FE,Other,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Hired
North Male,25-34,MO,Other,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Hired
North Male,25-34,BO,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
North Female,25-34,BO,Graduate,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
North Female,25-34,MO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
North Male,35-44,MO,Vocational Certificate,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
North Male,25-34,BO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
North Male,25-34,BO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
North Male,25-34,MO,Vocational Certificate,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
North Male,25-34,BO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
North Male,45-54,BO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
North Male,25-34,BO,Vocational Certificate,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,45-54,MI,Vocational Certificate,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,PV,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,VA,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Male,25-34,MI,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,CO,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,MB,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,NO,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Male,25-34,PR,Other,Ricerca e selezione,Finanza / Contabilità,PR ,Hired
North Female,45-54,PR,Unknown,Ricerca e selezione,Finanza / Contabilità,PR ,Hired
North Male,35-44,PR,Other,Ricerca e selezione,Finanza / Contabilità,PR ,Hired
North Male,55-74,PR,Other,Ricerca e selezione,Finanza / Contabilità,PR ,Not Hired
North Male,25-34,PR,Graduate,Ricerca e selezione,Finanza / Contabilità,PR ,Not Hired
North Female,45-54,PR,Other,Ricerca e selezione,Finanza / Contabilità,PR ,Not Hired
North Female,25-34,PR,Other,Ricerca e selezione,Finanza / Contabilità,PR ,Not Hired
North Female,35-44,PR,Unknown,Ricerca e selezione,Finanza / Contabilità,PR ,Not Hired
North Female,45-54,PR,Unknown,Ricerca e selezione,Finanza / Contabilità,PR ,Not Hired
North Female,45-54,BO,Other,Ricerca e selezione,Finanza / Contabilità,PR ,Not Hired
North Female,45-54,MI,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,15-24,CR,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,25-34,BG,Other,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,55-74,PR,Other,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,45-54,PR,Other,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,25-34,BG,Undergraduate,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,55-74,MI,Higher Technical Institute,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,45-54,MI,Other,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,55-74,CR,Other,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,25-34,CR,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,35-44,MI,Other,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Female,35-44,CR,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,35-44,BG,Vocational Certificate,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,45-54,BS,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,55-74,BG,Vocational Certificate,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,15-24,BS,Other,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,15-24,BG,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,15-24,PC,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,45-54,MO,Other,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,15-24,LO,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,25-34,PC,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,45-54,PC,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,15-24,BG,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,15-24,CR,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,45-54,PC,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Male,15-24,PC,Unknown,Ricerca e selezione,Operai Specializzati,CR ,Hired
North Female,45-54,RE,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Male,35-44,RE,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Male,35-44,RE,Other,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Male,25-34,RE,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Female,45-54,RE,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Male,35-44,RE,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Female,55-74,RE,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Male,25-34,RE,Other,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Female,45-54,MN,Other,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Female,25-34,RE,Other,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Female,35-44,PR,Unknown,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
North Female,45-54,BO,Unknown,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
North Female,35-44,BO,Unknown,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
North Female,25-34,BO,Unknown,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
North Female,35-44,PC,Unknown,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
North Female,35-44,RE,Unknown,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
North Female,35-44,RE,Unknown,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
North Female,25-34,RE,Unknown,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
North Female,45-54,MO,Unknown,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
North Female,25-34,RE,Unknown,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
North Female,35-44,RE,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Hired
North Male,25-34,MO,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Hired
North Female,45-54,RE,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Female,25-34,PR,Other,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Female,55-74,RE,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Female,25-34,BO,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Male,35-44,PR,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Male,35-44,PR,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Male,25-34,RE,Vocational Certificate,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Male,15-24,PR,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
North Male,35-44,PN,Unknown,Lavoro subordinato,Operai Specializzati,PN ,Not Hired
North Male,45-54,UD,Unknown,Lavoro subordinato,Operai Specializzati,PN ,Not Hired
North Female,35-44,UD,Unknown,Lavoro subordinato,Operai Specializzati,PN ,Not Hired
North Female,45-54,PN,Other,Lavoro subordinato,Operai Specializzati,PN ,Not Hired
North Female,35-44,UD,Unknown,Lavoro subordinato,Operai Specializzati,PN ,Not Hired
North Male,15-24,UD,Unknown,Lavoro subordinato,Operai Specializzati,PN ,Not Hired
North Female,35-44,PN,Unknown,Lavoro subordinato,Operai Specializzati,PN ,Not Hired
North Female,45-54,PN,Vocational Certificate,Lavoro subordinato,Operai Specializzati,PN ,Not Hired
North Female,55-74,UD,Unknown,Lavoro subordinato,Operai Specializzati,PN ,Not Hired
North Male,35-44,PN,Unknown,Lavoro subordinato,Operai Specializzati,PN ,Not Hired
North Female,45-54,UD,Other,Lavoro subordinato,Operai Generici,PN ,Hired
North Male,45-54,PN,Vocational Certificate,Lavoro subordinato,Operai Generici,PN ,Not Hired
North Female,35-44,PN,Other,Lavoro subordinato,Operai Generici,PN ,Not Hired
North Male,45-54,PN,Unknown,Lavoro subordinato,Operai Generici,PN ,Not Hired
North Male,35-44,UD,Unknown,Lavoro subordinato,Operai Generici,PN ,Not Hired
North Male,15-24,PN,Other,Lavoro subordinato,Operai Generici,PN ,Not Hired
North Female,35-44,PN,Unknown,Lavoro subordinato,Operai Generici,PN ,Not Hired
North Male,25-34,PN,Unknown,Lavoro subordinato,Operai Generici,PN ,Not Hired
North Male,35-44,UD,Unknown,Lavoro subordinato,Operai Generici,PN ,Not Hired
North Male,25-34,PN,Unknown,Lavoro subordinato,Operai Generici,PN ,Not Hired
North Female,15-24,TO,Unknown,Lavoro subordinato,Operai Generici,CN ,Hired
North Male,25-34,CN,Unknown,Lavoro subordinato,Operai Generici,CN ,Hired
North Male,15-24,CN,Unknown,Lavoro subordinato,Operai Generici,CN ,Hired
North Male,25-34,AT,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Female,25-34,CN,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Male,25-34,CN,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Male,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Female,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Female,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Female,15-24,CN,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Male,35-44,MN,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Male,55-74,MN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Male,55-74,MN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Male,55-74,RE,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Male,45-54,MN,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Male,35-44,MN,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Male,25-34,MN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Male,45-54,MN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Male,35-44,VR,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Male,35-44,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Female,55-74,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BS,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BG,Other,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Female,35-44,MB,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Female,35-44,BG,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
North Male,45-54,BG,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
North Female,15-24,BG,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
North Female,25-34,BG,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
North Male,25-34,BG,Other,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
North Male,25-34,BG,Vocational Certificate,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
North Male,45-54,BG,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
North Male,25-34,BG,Other,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
North Male,25-34,BG,Higher Technical Institute,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
North Male,15-24,BG,Other,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
North Female,55-74,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
North Female,15-24,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
North Female,15-24,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
North Female,45-54,BS,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
North Female,25-34,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
North Female,25-34,BG,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
North Female,15-24,BS,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
North Female,25-34,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
North Female,15-24,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
North Female,55-74,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BG,Other,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BS,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Female,35-44,MB,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Female,55-74,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Female,35-44,CR,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BG,Other,Lavoro subordinato,Operai Generici,BG ,Hired
North Female,45-54,MB,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BS,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,25-34,NO,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,25-34,CR,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,55-74,VR,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Hired
Central Female,35-44,RM,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Hired
Central Female,45-54,LT,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Hired
Central Female,25-34,RM,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Hired
Central Female,25-34,RM,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Hired
Central Female,35-44,LT,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Hired
Central Female,45-54,LT,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Hired
Central Female,25-34,RM,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Hired
Central Female,25-34,RM,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Hired
Central Female,35-44,RM,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Hired
Central Female,25-34,LT,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Hired
Central Female,35-44,RM,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Hired
Central Female,35-44,RM,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Hired
Central Female,25-34,RM,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Hired
Central Female,35-44,RM,Vocational Certificate,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Hired
Central Female,35-44,RM,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Hired
Central Male,45-54,AN,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
Central Male,55-74,FM,Other,Lavoro subordinato,Operai Generici,MC ,Hired
Central Female,55-74,MC,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
Central Female,35-44,AN,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
Central Female,55-74,MC,Unknown,Lavoro subordinato,Operai Generici,MC ,Not Hired
Central Female,25-34,AN,Unknown,Lavoro subordinato,Operai Generici,MC ,Not Hired
Central Female,55-74,FM,Other,Lavoro subordinato,Operai Generici,MC ,Not Hired
Central Male,45-54,FM,Unknown,Lavoro subordinato,Operai Generici,MC ,Not Hired
Central Male,35-44,FM,Unknown,Lavoro subordinato,Operai Generici,MC ,Not Hired
Central Female,45-54,MC,Unknown,Lavoro subordinato,Operai Generici,MC ,Not Hired
North Male,55-74,MI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,55-74,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,LO,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,BG,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,45-54,MI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,55-74,VA,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,45-54,VA,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,15-24,VA,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,35-44,MI,Higher Technical Institute,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,25-34,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Male,15-24,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,15-24,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Male,15-24,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,35-44,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,CO,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Male,25-34,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,35-44,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,35-44,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,VA,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Male,25-34,MB,Other,Lavoro subordinato,Operai Generici,MB ,Not Hired
North Female,15-24,BG,Unknown,Lavoro subordinato,Operai Generici,MB ,Not Hired
North Male,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,MB ,Not Hired
North Male,25-34,BG,Other,Lavoro subordinato,Operai Generici,MB ,Not Hired
North Male,45-54,MB,Vocational Certificate,Lavoro subordinato,Operai Generici,MB ,Not Hired
North Male,45-54,MI,Other,Lavoro subordinato,Operai Generici,MB ,Not Hired
North Female,55-74,BG,Other,Lavoro subordinato,Operai Generici,MB ,Not Hired
North Male,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,MB ,Not Hired
North Female,55-74,BG,Unknown,Lavoro subordinato,Operai Generici,MB ,Not Hired
North Male,45-54,MI,Other,Lavoro subordinato,Operai Generici,MB ,Not Hired
Central Male,55-74,FI,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
Central Female,25-34,FI,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
Central Male,25-34,PO,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
Central Female,45-54,PI,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
Central Male,25-34,FI,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
Central Male,55-74,FI,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
Central Male,35-44,FI,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
Central Female,25-34,FI,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
Central Male,35-44,PO,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
Central Female,55-74,PI,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
Central Female,45-54,PO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
Central Male,25-34,PO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
Central Female,55-74,PO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
Central Female,55-74,PO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
Central Male,35-44,PO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
Central Female,35-44,PO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
Central Female,15-24,PO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
Central Female,25-34,PO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
Central Female,55-74,PO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
Central Female,35-44,PO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
North Female,35-44,TS,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Male,45-54,TS,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
