cand_provenance_gender,cand_age_bucket,cand_domicile_province,cand_education,job_contract_type,job_sector,job_work_province,hired
North Female,35-44,BG,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
North Female,35-44,BS,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
North Female,35-44,MB,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
North Male,15-24,BS,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
North Female,15-24,BG,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
North Female,25-34,MI,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
North Male,55-74,MB,Other,Lavoro subordinato,Operai Generici,MI ,Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
North Male,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
North Male,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
North Male,15-24,LO,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
North Male,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
North Male,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
North Female,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
North Female,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
North Male,35-44,VA,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
North Female,45-54,BG,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Hired
North Female,45-54,MB,Vocational Certificate,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Hired
North Male,35-44,MI,Vocational Certificate,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Not Hired
North Female,45-54,MB,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Not Hired
North Female,45-54,MB,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Not Hired
North Female,35-44,BS,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Not Hired
North Female,25-34,MI,Other,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Not Hired
North Female,55-74,MB,Other,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Not Hired
North Female,45-54,BG,Vocational Certificate,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Not Hired
North Female,25-34,BG,Vocational Certificate,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Not Hired
North Male,55-74,PD,Other,Lavoro subordinato,Operai Generici,VI ,Hired
North Male,15-24,PD,Other,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,25-34,TV,Other,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,55-74,TV,Other,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,35-44,RO,Other,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,15-24,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,55-74,VI,Higher Technical Institute,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,35-44,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,25-34,VI,Other,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Female,25-34,PD,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Female,55-74,PR,Unknown,Ricerca e selezione,Operai Generici,PR ,Hired
North Male,45-54,PR,Unknown,Ricerca e selezione,Operai Generici,PR ,Hired
North Male,35-44,PR,Other,Ricerca e selezione,Operai Generici,PR ,Hired
North Female,25-34,PR,Unknown,Ricerca e selezione,Operai Generici,PR ,Hired
North Male,15-24,PR,Other,Ricerca e selezione,Operai Generici,PR ,Hired
North Female,45-54,PR,Other,Ricerca e selezione,Operai Generici,PR ,Hired
North Female,25-34,PR,Other,Ricerca e selezione,Operai Generici,PR ,Hired
North Male,15-24,PR,Unknown,Ricerca e selezione,Operai Generici,PR ,Hired
North Female,45-54,PR,Unknown,Ricerca e selezione,Operai Generici,PR ,Hired
North Female,45-54,RE,Unknown,Ricerca e selezione,Operai Generici,PR ,Hired
North Male,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,PD ,Hired
North Female,25-34,PD,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
North Female,55-74,PD,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
North Male,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
North Female,55-74,PD,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
North Male,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
North Male,35-44,VR,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
North Male,35-44,PD,Other,Lavoro subordinato,Operai Generici,PD ,Not Hired
North Male,35-44,PD,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
North Female,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
North Male,25-34,MB,Other,Ricerca e selezione,Operai Specializzati,MB ,Hired
North Female,25-34,MB,Unknown,Ricerca e selezione,Operai Specializzati,MB ,Hired
North Female,35-44,CO,Unknown,Ricerca e selezione,Operai Specializzati,MB ,Hired
North Male,35-44,MB,Unknown,Ricerca e selezione,Operai Specializzati,MB ,Hired
North Male,25-34,CO,Unknown,Ricerca e selezione,Operai Specializzati,MB ,Hired
North Male,45-54,MB,Unknown,Ricerca e selezione,Operai Specializzati,MB ,Hired
North Male,35-44,MB,Unknown,Ricerca e selezione,Operai Specializzati,MB ,Hired
North Female,15-24,MB,Unknown,Ricerca e selezione,Operai Specializzati,MB ,Hired
North Male,45-54,MB,Unknown,Ricerca e selezione,Operai Specializzati,MB ,Hired
North Male,15-24,CO,Unknown,Ricerca e selezione,Operai Specializzati,MB ,Hired
North Female,35-44,MN,Undergraduate,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MN ,Hired
North Male,15-24,MN,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MN ,Hired
North Female,15-24,MN,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MN ,Hired
North Female,35-44,MN,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MN ,Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MN ,Hired
North Female,15-24,BS,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MN ,Hired
North Female,15-24,MN,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MN ,Hired
North Male,25-34,BS,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MN ,Hired
North Male,15-24,BS,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MN ,Hired
North Female,55-74,MN,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MN ,Hired
North Female,55-74,BG,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
North Male,35-44,BG,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
North Male,35-44,BG,Other,Ricerca e selezione,Operai Generici,BG ,Hired
North Male,25-34,BG,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
North Male,25-34,BG,Vocational Certificate,Ricerca e selezione,Operai Generici,BG ,Hired
North Female,25-34,BG,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
North Male,25-34,BG,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
North Male,45-54,BG,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
North Female,45-54,BG,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
North Female,55-74,BG,Other,Ricerca e selezione,Operai Generici,BG ,Hired
North Male,25-34,BG,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MN ,Hired
North Male,35-44,BG,Other,Ricerca e selezione,Manutenzione / Riparazione,MN ,Hired
North Male,45-54,MN,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MN ,Hired
North Male,45-54,BG,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MN ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MN ,Hired
North Male,35-44,MB,Vocational Certificate,Ricerca e selezione,Manutenzione / Riparazione,MN ,Hired
North Male,35-44,BS,Other,Ricerca e selezione,Manutenzione / Riparazione,MN ,Hired
North Female,35-44,BG,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MN ,Hired
North Male,15-24,BS,Other,Ricerca e selezione,Manutenzione / Riparazione,MN ,Hired
North Male,55-74,BG,Other,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
North Male,25-34,BG,Other,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
North Male,15-24,BG,Unknown,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
North Male,25-34,BG,Other,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
North Male,35-44,BG,Unknown,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
North Male,55-74,BG,Other,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
North Male,35-44,BG,Other,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
North Female,45-54,BG,Unknown,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
North Male,55-74,BG,Unknown,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
North Male,25-34,BG,Unknown,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
North Male,25-34,MN,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MN ,Hired
North Female,35-44,MN,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MN ,Hired
North Female,25-34,MN,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MN ,Hired
North Female,15-24,MN,High School,Ricerca e selezione,Progettisti / Design / Grafici,MN ,Hired
North Female,25-34,CR,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MN ,Hired
North Male,25-34,PC,Vocational Certificate,Ricerca e selezione,Progettisti / Design / Grafici,MN ,Hired
North Female,25-34,MN,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MN ,Hired
North Female,25-34,MN,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MN ,Hired
North Female,25-34,BS,Undergraduate,Ricerca e selezione,Progettisti / Design / Grafici,MN ,Hired
North Female,25-34,VR,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MN ,Hired
North Female,25-34,BO,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
Central Female,45-54,PO,Other,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
Central Female,45-54,PO,Other,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,45-54,BO,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,35-44,BO,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,45-54,BO,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,35-44,BO,Graduate,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,25-34,BO,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,25-34,MO,Other,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Female,45-54,MO,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
North Male,35-44,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Hired
North Male,55-74,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Hired
North Female,35-44,VI,Other,Lavoro subordinato,Operai Generici,VI ,Hired
North Male,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Hired
North Female,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Hired
North Female,45-54,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Hired
North Female,35-44,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Female,45-54,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,35-44,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,35-44,VI,Other,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,35-44,TV,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Male,35-44,VE,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Male,25-34,TV,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Female,25-34,PD,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
South Male,25-34,BT,Other,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Female,35-44,UD,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Male,15-24,PN,Other,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Female,25-34,PN,Undergraduate,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Male,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Male,25-34,TV,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Female,25-34,VE,Undergraduate,Lavoro subordinato,Finanza / Contabilità,VE ,Hired
North Female,35-44,TV,Unknown,Lavoro subordinato,Finanza / Contabilità,VE ,Hired
North Female,45-54,TV,Other,Lavoro subordinato,Finanza / Contabilità,VE ,Not Hired
North Male,55-74,TV,Other,Lavoro subordinato,Finanza / Contabilità,VE ,Not Hired
North Male,55-74,TV,Other,Lavoro subordinato,Finanza / Contabilità,VE ,Not Hired
North Male,35-44,TV,Other,Lavoro subordinato,Finanza / Contabilità,VE ,Not Hired
North Female,15-24,TV,Other,Lavoro subordinato,Finanza / Contabilità,VE ,Not Hired
North Male,45-54,PD,Other,Lavoro subordinato,Finanza / Contabilità,VE ,Not Hired
North Male,45-54,PN,Graduate,Lavoro subordinato,Finanza / Contabilità,VE ,Not Hired
North Male,55-74,PN,Other,Lavoro subordinato,Finanza / Contabilità,VE ,Not Hired
North Male,45-54,TV,Higher Technical Institute,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VE ,Not Hired
North Female,35-44,VE,High School,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VE ,Not Hired
North Female,35-44,VE,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VE ,Not Hired
North Male,25-34,VE,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VE ,Not Hired
North Male,45-54,VI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VE ,Not Hired
North Male,35-44,TV,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VE ,Not Hired
North Male,45-54,TV,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VE ,Not Hired
North Female,35-44,TV,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VE ,Not Hired
North Male,55-74,TV,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VE ,Not Hired
North Male,25-34,VE,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VE ,Not Hired
North Female,25-34,MO,Unknown,Ricerca e selezione,Operai Generici,MO ,Hired
North Female,15-24,MO,Unknown,Ricerca e selezione,Operai Generici,MO ,Hired
North Female,45-54,MO,Unknown,Ricerca e selezione,Operai Generici,MO ,Hired
North Male,25-34,MO,Unknown,Ricerca e selezione,Operai Generici,MO ,Hired
North Male,35-44,MO,Unknown,Ricerca e selezione,Operai Generici,MO ,Hired
North Female,15-24,MO,Unknown,Ricerca e selezione,Operai Generici,MO ,Hired
North Female,25-34,RE,Unknown,Ricerca e selezione,Operai Generici,MO ,Hired
North Female,35-44,MO,Unknown,Ricerca e selezione,Operai Generici,MO ,Not Hired
North Female,15-24,MO,Higher Technical Institute,Ricerca e selezione,Operai Generici,MO ,Not Hired
North Female,45-54,RE,Unknown,Ricerca e selezione,Operai Generici,MO ,Not Hired
North Female,45-54,MI,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
North Female,55-74,BG,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
North Female,55-74,MI,Other,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
North Male,45-54,BG,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
North Female,25-34,BG,Higher Technical Institute,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
North Female,35-44,MI,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
North Female,45-54,MN,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
North Female,55-74,MI,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
North Female,55-74,MI,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
North Male,55-74,MI,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
North Female,45-54,MO,Unknown,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
North Female,35-44,MO,Unknown,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
North Male,25-34,MO,Unknown,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
North Female,45-54,MO,Unknown,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
North Male,25-34,MO,Unknown,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
North Male,55-74,MO,Unknown,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
North Male,25-34,MO,Vocational Certificate,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
North Male,45-54,MO,Unknown,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
North Male,25-34,MO,Unknown,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
North Female,35-44,MO,Unknown,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
North Male,25-34,PN,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Male,25-34,TV,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Male,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Female,35-44,TV,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Male,35-44,VI,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Male,35-44,PD,Other,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Female,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Female,25-34,TV,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Male,25-34,VE,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Female,55-74,VE,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Female,55-74,PD,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TV ,Hired
North Female,35-44,PD,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TV ,Hired
North Female,45-54,TV,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TV ,Hired
North Male,35-44,VR,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TV ,Hired
North Female,45-54,VE,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TV ,Hired
North Male,45-54,TV,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TV ,Hired
North Female,55-74,PD,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TV ,Hired
North Male,45-54,VR,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TV ,Hired
North Male,55-74,PD,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TV ,Hired
North Male,45-54,PD,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,TV ,Hired
North Male,25-34,MO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
North Male,25-34,MO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
North Male,25-34,MO,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
North Male,35-44,MO,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
North Female,25-34,MO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
North Male,35-44,MO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
North Male,45-54,MO,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
North Male,25-34,MO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
North Male,25-34,MO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
North Male,35-44,MO,Vocational Certificate,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
North Male,45-54,VA,Unknown,Ricerca e selezione,Operai Specializzati,VA ,Hired
North Female,25-34,VA,Unknown,Ricerca e selezione,Operai Specializzati,VA ,Hired
